genres,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,duration_mins
bitpop,0.16501100000000002,0.6884999999999999,0.7655000000000001,0.0337789,0.201,-6.088214285714287,0.06404285714285714,125.94964285714285,0.5401428571428571,0.6214285714285714,1,1,3.77
black 'n' roll,0.04864609299999999,0.2763,0.935275,0.344191125,0.274525,-5.393725,0.1059275,131.190175,0.264355,0.21825,4,1,5.11
black comedy,0.7848028496503496,0.5950198135198136,0.6926477272727273,0.00012941194638694641,0.6437701048951048,-10.690016608391607,0.7670640442890444,111.15621416083916,0.4972820221445221,0.2351515151515152,6,1,2.74
black metal,0.009756341540196077,0.24061503267973855,0.8998671895424837,0.5320107343437909,0.2770331928104576,-7.5608780065359475,0.07953775163398695,132.05996833333333,0.25662902287581696,0.3130751633986928,11,1,4.88
black punk,0.024279099999999987,0.3831396825396826,0.7894546111111111,0.3693813478571428,0.25499206349206355,-8.682611111111111,0.0724142857142857,128.01841269841273,0.492529365079365,0.28365079365079365,7,1,3.13
black sludge,2.07e-05,0.354,0.98,0.867,0.332,-6.127999999999999,0.14,135.765,0.106,0.03,2,1,6.07
black thrash,0.02153145463715486,0.2452783013205282,0.8789293517406963,0.5931860820972389,0.231814324729892,-9.492858823529408,0.06838077731092437,123.79104285714287,0.28563669867947183,0.24666446578631449,11,1,4.19
blackened crust,0.0114884625,0.17750000000000002,0.93275,0.12437975000000005,0.2595,-5.3575,0.1305,141.606,0.126425,0.42,4,1,6.48
blackened deathcore,0.14045694166666664,0.4675277777777778,0.8318194444444444,0.1996333405555556,0.5375180555555555,-7.701402777777778,0.18067916666666667,126.29470833333336,0.4946777777777777,0.08125,7,1,3.45
blackgaze,0.5104000000000001,0.32466666666666666,0.389,0.6326200000000001,0.2463333333333333,-13.312000000000001,0.0339,90.78866666666666,0.1953,0.5266666666666666,0,0,6.65
blasmusik,0.995,0.327,0.17300000000000001,0.93,0.124,-17.198,0.0403,95.155,0.14800000000000002,0.01,3,1,3.78
bleep techno,0.10457892592592596,0.5029444444444444,0.7413518518518519,0.5236078148148148,0.2071851851851852,-8.079277777777778,0.07974074074074074,139.90827777777778,0.5575444444444445,0.45,11,0,4.71
bluegrass,0.5843944943748833,0.540490149865434,0.4552169277703652,0.16742009884589726,0.19691139672567626,-12.0270721488516,0.04055626493005121,128.56793736002786,0.6773453317412637,0.31225600232782197,7,1,3.55
bluegrass fiddle,0.6430933333333334,0.4363546666666666,0.3598906666666667,0.2694971973333333,0.194044,-15.964173333333333,0.03706333333333334,119.92913333333335,0.633468,0.23633333333333328,7,1,3.73
bluegrass gospel,0.5306139354756948,0.5752871947352398,0.4311403232549595,0.11302187793955905,0.2481157438055849,-11.535098911573106,0.03885912410976639,130.44455938075848,0.7041754302863091,0.28724998138964203,9,1,3.18
blues,0.5959833965627319,0.5859317728867467,0.4474393659810019,0.1179948645391214,0.18968688326304026,-11.913431701952224,0.06612810303969265,117.46914188884986,0.6449621356770805,0.27476832435119475,9,1,3.8
blues latinoamericano,0.18703333333333336,0.4616666666666666,0.7703333333333332,0.15414666666666665,0.13626666666666667,-7.829333333333333,0.10486666666666666,113.08766666666668,0.3643333333333333,0.47333333333333344,2,1,3.86
blues mexicano,0.0384,0.3515,0.6559999999999999,0.00011045,0.087,-10.8425,0.16515000000000002,187.521,0.425,0.415,7,1,4.98
blues rock,0.27349483773906946,0.5191273264227578,0.6177787116640266,0.11233226828964936,0.2297382275187068,-10.060585434426653,0.06270017576798825,123.41261153447668,0.5880801563322953,0.33159091209003877,9,1,4.49
bmore,0.058508641758241775,0.669912087912088,0.7334633699633699,0.1475068293223443,0.18310796703296706,-7.164822344322343,0.11330293040293042,136.98503571428571,0.4222324175824176,0.5223626373626374,7,1,4.02
bohemian baroque,8.170000000000001e-05,0.812,0.6729999999999999,0.8859999999999999,0.0951,-11.462,0.0463,125.73200000000001,0.297,0.0,11,1,6.42
bolero,0.703603373010373,0.5604783058115077,0.38695867112410864,0.034282783906722236,0.1972733787782228,-10.748352552367209,0.04639082681960634,112.84908171897888,0.5959854269707697,0.35769762114986636,5,1,3.17
bolero cubano,0.7568173418085182,0.5947196006607771,0.39142287940817344,0.022915137698053572,0.1782449651655534,-11.039415248150542,0.06524641241111828,114.76823145155495,0.6830723263664441,0.25304298642533934,5,1,3.05
bolero mexicano,0.8286373857191841,0.5545949299639447,0.3448226113269097,0.010599989296037586,0.2029596915849682,-11.154806498950268,0.040469046566375566,103.16098786638285,0.5846450649654678,0.36123864855620647,5,1,3.24
bomba y plena,0.586022449655538,0.6740287228404876,0.6628380961844197,0.007703322688261789,0.11110586910439853,-7.349473893746687,0.08651166865394808,108.16736027424484,0.9104417064122944,0.15859340222575516,5,1,3.25
boogaloo,0.5776989019846396,0.613479999492561,0.6048611405614558,0.05826362072109055,0.20377061962444729,-8.954689205414917,0.05601139846458565,121.18137385005691,0.792473494548273,0.3362448650561951,7,1,4.59
boogie,0.13633291666666664,0.6752666666666668,0.7232500000000001,0.19545340083333326,0.122875,-10.321483333333333,0.059690833333333325,118.541675,0.710375,0.2843333333333333,6,1,5.75
boogie-woogie,0.8688698298977712,0.617840175129881,0.3759918942202951,0.4230890991708302,0.16018130056456342,-13.112963094676974,0.06325185907910172,122.51767500654644,0.6658671277966314,0.16959656496145467,0,1,3.5
boom bap,0.17958150705434914,0.6676392467181941,0.7195183413078151,0.05118296506042203,0.2362687338976813,-7.558340387682493,0.270489700650227,117.95545929947248,0.5571655870445343,0.44568365844681646,1,0,3.88
bosnian electronic,0.0005881666666666666,0.8603333333333333,0.4743333333333333,0.8856666666666667,0.07611666666666668,-11.341333333333333,0.17511666666666667,124.663,0.29116666666666663,0.0,10,0,6.73
bossa nova,0.6308192109730663,0.5575523117510623,0.4591943252980176,0.1664650874112811,0.17909572548972422,-12.52524520596066,0.05868341970456265,114.64504837152631,0.6242876632056578,0.33289365820387296,5,1,3.44
bossa nova jazz,0.5064999999999998,0.6082,0.6177,0.7046600000000001,0.13777,-14.4322,0.04041,105.77119999999998,0.7499,0.34700000000000003,7,1,6.54
boston folk,0.6015,0.5885,0.4065,0.00034141666666666673,0.12116666666666664,-10.372666666666666,0.03173333333333333,127.54866666666668,0.4496666666666666,0.2933333333333333,7,1,4.08
boston hardcore,0.019328601428571426,0.556202380952381,0.7571904761904762,0.05422497261904762,0.2927357142857143,-6.933630952380952,0.11046547619047617,104.78911904761904,0.5347857142857143,0.2534523809523809,1,1,2.7
boston hip hop,0.2368573636363636,0.6921045454545454,0.7113651515151513,0.0001796505454545455,0.12545060606060604,-7.15055303030303,0.2172951515151515,117.41826666666664,0.7317166666666666,0.39695454545454545,11,1,3.17
boston indie,0.0425,0.4595,0.5985,0.5415,0.11129999999999997,-8.115,0.0291,83.50299999999999,0.335,0.555,10,1,3.97
boston metal,0.003336626923076923,0.42242307692307696,0.8807115384615383,0.041403538461538464,0.1590653846153846,-4.346461538461538,0.07384423076923079,134.62276923076922,0.3075576923076924,0.4688461538461539,10,1,4.46
boston punk,0.022344988024475525,0.4749944784382283,0.8092677738927739,0.09222844711101398,0.2833651660839161,-7.686638330419581,0.12171693618881115,107.61483843240093,0.5625266899766899,0.23883668414918408,11,1,2.66
boston rock,0.11924807538705738,0.4916354885535921,0.7192694505877263,0.15977613494990606,0.17926620755681102,-9.15962422694164,0.06412907081807083,128.54769747968504,0.5995867877907534,0.39162037253933796,9,1,3.36
bounce,0.0825610391214178,0.8028148567119154,0.8025366233031674,0.07497405505656109,0.22085547228506788,-6.233185473227753,0.243549330693816,126.27955849358976,0.5221573340874811,0.1738362556561086,7,1,4.19
bouncy house,0.1254315,0.5886666666666667,0.8436666666666666,0.3288283333333333,0.2085,-7.102,0.15970416666666667,151.44475000000003,0.4339125,0.2133333333333333,7,1,5.0
bouzouki,0.8288410810810811,0.5508829279279278,0.5023462612612613,0.3806157863423423,0.19315694144144144,-10.506133558558558,0.03761940540540541,120.70775472972971,0.6182284234234234,0.10273153153153153,7,1,3.49
bow pop,0.5668365183547804,0.4339150640097253,0.4269073426587046,0.423556155452725,0.1757455030737453,-13.664565947374987,0.054919172555724,119.88656230563898,0.3785421745840512,0.3983254421919296,2,1,4.06
boy band,0.20294780343551896,0.6342996342044628,0.6412759223482073,0.03173882848330767,0.16914464089654932,-7.670500643547637,0.06454849201871693,116.76438563221964,0.5741189770636931,0.4710372485959521,0,1,4.11
boy pop,0.12,0.703,0.691,0.0,0.083,-7.294,0.0315,121.016,0.9059999999999999,0.51,9,1,3.39
boy soprano,0.958,0.16899999999999998,0.0215,0.4845,0.09885,-30.312,0.04335,85.3295,0.03935,0.215,8,1,4.83
brain waves,0.3326666666666667,0.5166666666666667,0.6443176666666667,0.222192,0.32366666666666666,-16.325666666666667,0.07133333333333335,121.41666666666669,0.413,0.2666666666666667,5,0,2.73
braindance,0.7378784218749999,0.3828125,0.34097968749999985,0.8795171875000001,0.11811718749999996,-18.007671875,0.055265625,126.10428125,0.17237968750000002,0.23140625,9,0,5.85
brass band,0.5277131410256409,0.5382243589743589,0.4973217948717949,0.3930773076923077,0.2150487179487179,-12.046826923076924,0.07267307692307692,111.54599358974359,0.5501538461538462,0.27166666666666667,5,1,3.69
brass ensemble,0.9731207482993196,0.4338622448979592,0.18018809523809526,0.5675963945578232,0.13492329931972788,-17.79301530612245,0.037481462585034014,101.06845238095238,0.3786578231292518,0.1908333333333333,10,1,2.58
brass quintet,0.87625,0.47675,0.13005,0.83125,0.08427500000000003,-17.865500000000004,0.039025,117.2435,0.44775,0.215,3,1,2.12
brazilian bass,0.00894,0.872,0.47600000000000003,0.78,0.102,-10.582,0.134,124.01100000000001,0.589,0.0,10,0,8.4
brazilian black metal,0.34822000000000003,0.14328,0.978,0.5293979999999999,0.4106,-1.894,0.09292,102.5836,0.06544,0.0,4,1,3.65
brazilian boogie,0.33637055220779216,0.6274507792207792,0.7131933939393941,0.3813312074891776,0.21745058008658008,-9.455964329004331,0.058312848484848474,111.45669493506495,0.7791133766233765,0.3157636363636364,9,1,3.56
brazilian classical,0.8083161111111112,0.4267844444444443,0.2384731111111111,0.46422382479999996,0.1350708888888889,-18.35656611111111,0.04333666666666668,120.33537222222222,0.3457851666666665,0.21247777777777774,2,1,3.98
brazilian classical piano,0.9817589743589744,0.25406153846153845,0.11278153846153845,0.7383148512820513,0.13787230769230768,-24.72012307692308,0.038907179487179484,92.74642564102564,0.13963025641025642,0.2806666666666667,7,1,4.1
brazilian contemporary classical,0.919,0.221,0.10400000000000001,0.968,0.10400000000000001,-20.916,0.032,172.892,0.196,0.33,8,1,5.9
brazilian doom metal,0.008486045999999999,0.20414666666666664,0.8523333333333334,0.4958962666666667,0.2139666666666667,-11.374266666666665,0.07566666666666667,125.91020000000002,0.22371333333333326,0.002,11,1,4.76
brazilian edm,0.06267828571428571,0.7306428571428574,0.6533571428571429,0.24985571428571424,0.26594285714285715,-7.7705,0.057171428571428574,129.11164285714287,0.4350000000000001,0.05928571428571429,9,1,5.69
brazilian gospel,0.000579,0.645,0.813,0.542,0.0752,-8.556000000000001,0.0449,117.01299999999999,0.488,0.0,10,0,8.37
brazilian grindcore,0.024683890392156863,0.22058823529411764,0.9356666666666664,0.6388708376470592,0.2237686274509805,-3.497352941176472,0.159435294117647,125.96337254901958,0.33054901960784305,0.000784313725490196,11,0,1.23
brazilian groove metal,0.007382471363636362,0.3869090909090909,0.9444545454545452,0.10779640909090908,0.19040909090909086,-6.142363636363638,0.12214545454545454,121.09300000000002,0.19962272727272729,0.40954545454545455,4,1,4.33
brazilian hip hop,0.22899999999999998,0.695,0.924,0.0,0.264,-4.178,0.0454,94.82700000000001,0.9640000000000001,0.56,9,1,3.88
brazilian indie,0.6442605555555555,0.6364347222222222,0.5002527777777778,0.013795412486111113,0.2354459722222222,-9.09818888888889,0.0629623611111111,114.3956583333333,0.6080638888888891,0.3615833333333333,11,1,3.07
brazilian jazz,0.6796632945096347,0.5039651778238041,0.445846772194654,0.2469909191939001,0.16430182315205052,-13.549086451481733,0.053691123441894736,113.20566563254866,0.5419954172243748,0.2972297924395961,5,1,3.98
brazilian metal,0.09216015712121213,0.4798585858585859,0.8847070707070706,0.4088226141414142,0.2833585858585858,-8.044454545454544,0.08079292929292929,126.81744444444445,0.4562075757575757,0.23318181818181816,8,1,2.8
brazilian percussion,0.9048,0.6718000000000002,0.7350000000000001,1.3997999999999999e-05,0.35042,-8.372399999999999,0.06342,91.5244,0.9092,0.054000000000000006,4,1,2.7
brazilian punk,0.0514,0.672,0.7609999999999999,0.0,0.474,-9.644,0.248,102.19200000000001,0.731,0.49,0,1,4.08
brazilian reggae,0.043987500000000006,0.7745833333333334,0.48275,0.0037669533333333336,0.10705,-10.2555,0.14108333333333334,115.78975,0.7246250000000001,0.3604166666666667,7,1,3.78
brazilian rock,0.3277474076923077,0.5289961538461538,0.6593391025641024,0.043270387782051285,0.1791919871794872,-8.834791025641024,0.051185448717948716,120.2064282051282,0.6417506410256409,0.5030576923076923,9,1,3.99
brazilian ska,0.5,0.32,0.991,4.38e-06,0.226,-7.0470000000000015,0.22,167.532,0.545,0.13,9,0,2.87
brazilian soul,0.4564595041322314,0.6691404958677685,0.6227644628099175,0.07737717082644628,0.19173388429752067,-9.294260330578512,0.051302479338842966,105.60435950413223,0.7871694214876034,0.41632231404958675,7,0,3.34
brazilian tech house,0.00349,0.8059999999999999,0.912,0.396,0.0701,-4.685,0.0533,123.00200000000001,0.428,0.07,8,1,5.77
brazilian techno,0.0129,0.888,0.7020000000000001,0.217,0.12300000000000001,-8.372,0.22899999999999998,121.98700000000001,0.38299999999999995,0.0,11,0,4.3
brazilian thrash metal,0.007382471363636362,0.3869090909090909,0.9444545454545452,0.10779640909090908,0.19040909090909086,-6.142363636363638,0.12214545454545454,121.09300000000002,0.19962272727272729,0.40954545454545455,4,1,4.33
breakbeat,0.037863919806763284,0.6176671497584539,0.8348451345755694,0.4127798987439613,0.24467559696342306,-7.7370531400966165,0.08623736369910281,132.9514930296757,0.4718593098688751,0.37832022084196,9,0,5.09
breakcore,0.478733,0.537,0.59,0.645,0.09195,-12.791,0.06815,131.143,0.41395,0.255,11,0,4.24
breaks,0.00866,0.414,0.83,0.5429999999999999,0.13,-4.22,0.0541,107.595,0.18100000000000002,0.0,1,1,6.9
brighton indie,0.155163375,0.565125,0.8054375,0.002165245,0.18759375,-4.9986250000000005,0.060525,130.4333125,0.6484,0.555,2,1,3.23
brill building pop,0.5239521548418462,0.5307923568077354,0.5077380978534402,0.037016757217653705,0.21256782553960601,-10.558762649704782,0.04975468319468609,118.56276457506156,0.6432981217911339,0.2991788013899361,7,1,2.87
bristol electronic,0.09662605555555556,0.6929444444444446,0.5458333333333334,0.8174999999999999,0.13401111111111114,-8.500444444444444,0.046800000000000015,104.07861111111113,0.15046666666666664,0.05444444444444446,9,0,6.5
bristol indie,1.1400000000000001e-05,0.43,0.6609999999999999,0.8390000000000001,0.376,-13.155999999999999,0.0276,155.683,0.83,0.42,11,1,3.74
brit funk,0.19627935113742467,0.6991607885578475,0.5613069900687548,0.1195720128253968,0.1413611429420253,-11.89722060096766,0.05815897504456328,114.39050341651811,0.7123904464816229,0.37574560733384255,7,0,5.5
british alternative rock,0.110891265,0.6545749999999999,0.634375,0.339153538,0.17632499999999998,-7.953550000000003,0.03995000000000001,117.07805,0.50675,0.40049999999999997,10,1,3.95
british black metal,0.02264264341666666,0.30319166666666664,0.8745916666666667,0.19644835316666664,0.1952525,-9.511383333333333,0.0679375,126.09110833333335,0.196915,0.3709166666666667,2,1,4.91
british blues,0.3128902981107768,0.5025449956859951,0.5847109643962429,0.14229257327629038,0.24706801346829055,-10.612738970054279,0.05800594296582558,121.09140021896528,0.5595434828628375,0.306128997369002,9,1,4.27
british brass band,0.9598333333333334,0.2753333333333334,0.12363333333333333,0.8821666666666667,0.4533333333333333,-21.044333333333334,0.12055,116.82583333333334,0.16905,0.025,2,1,9.4
british children's music,0.0988,0.9059999999999999,0.596,5.9e-05,0.0561,-10.254000000000001,0.0463,98.98,0.8109999999999999,0.52,8,1,0.52
british choir,0.9247680838881008,0.26211150405616795,0.17391292782567574,0.3369247530725381,0.1458531102986649,-21.59279195314489,0.04411978394994361,98.81396867838043,0.22090825068209094,0.33967039179308073,7,1,4.24
british classical piano,0.9070962345679012,0.30176095679012344,0.1167411265432098,0.8271432098765431,0.11726373456790125,-28.351300925925926,0.04691373456790124,94.16479166666666,0.18338047839506172,0.3194521604938272,1,1,4.96
british comedy,0.3392387755102041,0.6932857142857143,0.6250204081632653,0.0006440620408163267,0.13861632653061226,-11.130244897959185,0.0659326530612245,118.26299999999999,0.8752857142857142,0.373469387755102,6,1,3.19
british contemporary classical,0.8483180555555557,0.21938249999999998,0.13454421296296296,0.3905864493981481,0.1274175,-25.792971296296297,0.05314092592592593,95.33506944444444,0.13198564814814814,0.17275000000000001,0,0,4.2
british dance band,0.9485578738465212,0.4887959415361152,0.20974247632404894,0.09187806124091756,0.2949735654633809,-15.860890197291935,0.055931415733247405,113.00342501774256,0.4821756342091891,0.05779941542475789,5,1,3.4
british death metal,7.850277777777777e-06,0.23969444444444446,0.9258888888888888,0.6560944444444444,0.1734861111111111,-8.739027777777778,0.09695,112.30752777777776,0.2410944444444444,0.3869444444444445,1,1,4.27
british experimental,0.2514248418367347,0.4825846938775511,0.5718353061224489,0.4404128755102041,0.16503673469387756,-13.710544897959185,0.07370438775510205,129.46497755102044,0.4622576530612245,0.24004081632653054,0,1,3.85
british folk,0.6699871711169576,0.5116555296776637,0.33002563819006103,0.07982179953206524,0.15185723001364404,-13.037282689558227,0.04191053239174911,117.41159164143556,0.4879398013244288,0.2861230232038121,7,1,3.75
british grindcore,1.0644166666666664e-05,0.2579166666666667,0.9285833333333332,0.5557666666666667,0.18971666666666664,-9.051666666666666,0.090375,114.02391666666666,0.30866666666666664,0.3941666666666667,1,1,4.05
british indie rock,0.4755534333333333,0.5607539682539683,0.6559126984126985,0.0686067619047619,0.22945952380952386,-8.274285714285714,0.05887936507936507,110.23511904761904,0.5069920634920635,0.6349206349206349,7,1,3.37
british industrial,0.2626721770833333,0.5339729166666667,0.6091445833333333,0.5486677583333333,0.16780833333333334,-13.761929166666668,0.06814729166666668,115.76998333333331,0.4546135416666667,0.257625,0,1,4.1
british invasion,0.389546938115776,0.5251091404017287,0.6118106065000808,0.07392457894955534,0.2114320626120376,-9.243462600055953,0.06170798793870452,123.03673218261132,0.6616175395115578,0.3228247493061746,9,1,3.06
british jazz,0.5010490166666667,0.369275,0.49693000000000004,0.5088567399999999,0.14510499999999998,-12.950866666666665,0.10551833333333334,112.04525833333332,0.4126833333333333,0.31733333333333336,1,1,4.93
british modern classical,0.8846968726082717,0.27559953429568784,0.16973708022385156,0.39629455608755776,0.1531342934990614,-23.02373812313768,0.05197335404800285,104.41807714005509,0.21047978643599788,0.15476725842234632,2,1,4.14
british orchestra,0.8531547396325097,0.2474729596529421,0.14933357423325289,0.6040300454051316,0.15264470658220022,-22.076298558563586,0.04900478285552669,99.70689714670428,0.16825560885283392,0.3085429439828198,10,1,6.18
british post-rock,0.06091144444444445,0.5017777777777778,0.6465555555555556,0.5437787877777778,0.1078,-7.049444444444443,0.035411111111111115,125.13133333333332,0.2807,0.07666666666666667,7,1,4.23
british power metal,0.0008318500000000001,0.32475,0.9490000000000001,0.066295,0.31799999999999995,-4.09175,0.13225,154.996,0.3715,0.495,10,0,5.39
british singer-songwriter,0.6567453102453104,0.4808751803751803,0.28682020202020203,0.08386033660173159,0.11765569985569985,-12.470085137085135,0.03594816017316017,120.89089682539684,0.2243869047619048,0.536031746031746,2,1,3.92
british soul,0.25606134783983137,0.5908161541571199,0.5982345208581413,0.048044485490399885,0.15213174138874336,-8.921624852424861,0.07377454394006062,115.94813637170112,0.5042404888038388,0.45450435162952113,11,1,4.16
british soundtrack,0.7286352431943057,0.2563335319888445,0.21088545933233435,0.7519215579212454,0.17231085487429235,-18.508420385343822,0.0432700151931402,100.507505575154,0.12027785417707293,0.45172065434565434,7,1,3.6
britpop,0.11441701906326028,0.4767468294873616,0.7181317223960275,0.09288642771112587,0.21539101932773824,-8.269961619498941,0.04775045358609675,122.07744232749693,0.5365390993673854,0.446845760717456,2,1,4.13
broadway,0.6822879630479259,0.4851810903347363,0.37342759619303795,0.04807488029316593,0.21276336177825225,-12.163930352740955,0.1325036108480476,116.60910612328892,0.4366848974541891,0.30782203123747054,0,1,3.95
broken beat,0.04824201515151515,0.710659090909091,0.6687196969696968,0.31763637196969696,0.11727727272727274,-8.346363636363636,0.07881287878787879,115.47653030303032,0.6585530303030304,0.1581060606060606,7,1,6.43
bronx hip hop,0.11276995259364528,0.7547261817915475,0.7135670084211546,0.024418654508638032,0.2253089502116941,-7.630669151782446,0.2407276447705228,109.73189003042481,0.6275325600862186,0.38726490648076006,7,1,4.54
brooklyn drill,0.2765596073517126,0.7260553467000835,0.6660460178223336,0.0003788707497911446,0.15260668337510444,-6.020789891395156,0.25327005012531323,119.13050856307436,0.5846689640768588,0.6725786688944582,7,0,3.14
brooklyn indie,0.2415469411111111,0.5213313492063492,0.6172607142857143,0.09458032736507938,0.14940250000000002,-7.824691666666667,0.0525920634920635,120.77238849206348,0.4648935317460317,0.43717063492063496,0,1,3.73
brostep,0.0465007462820528,0.58525340750606,0.7854057511363592,0.16634544489542155,0.25113505427416416,-6.310893983876861,0.1042959030175885,129.4381803493347,0.4096482555266146,0.35412498183003904,1,1,4.34
brutal death metal,0.02347134280740741,0.3739012962962963,0.8853966666666667,0.5595370666666667,0.2334987037037037,-8.459344999999999,0.10161824074074073,118.60802129629631,0.3011667222222222,0.2944814814814815,9,1,4.09
brutal deathcore,0.06996083333333332,0.34555555555555545,0.8668888888888888,0.1542189836111111,0.2288694444444445,-7.1075555555555585,0.134775,137.6555,0.4245555555555555,0.18833333333333335,11,1,2.88
bubble trance,0.006684559129544291,0.5742592165898618,0.9189253712237584,0.683465220842294,0.25581557859703025,-7.203639272913465,0.0726027521761393,135.5551364567333,0.4230579749103943,0.10846774193548386,7,1,3.86
bubblegrunge,0.3263760702020202,0.5468575757575759,0.5347909090909092,0.2609196147474748,0.2322757575757575,-10.349791919191919,0.07660676767676768,126.87287171717172,0.4465767676767677,0.4763939393939393,9,1,2.9
bubblegum dance,0.06801131836529485,0.6817688752424046,0.8765532643826759,0.10452809305964952,0.22976671371112545,-6.529445532572003,0.04858709293974001,129.91960516052578,0.7159997629821164,0.479547152194211,7,1,3.82
bubblegum pop,0.39911027244542896,0.5486865238862714,0.5670430666998799,0.017757307959267284,0.1949629944453151,-10.099645944492718,0.05348042307061915,122.15426653637572,0.6854258417104087,0.3352802669217496,7,1,2.95
buffalo ny indie,0.4653875,0.5005625,0.4724375000000001,0.001852918125,0.0914875,-10.787875,0.04750625,111.3589375,0.2539125,0.37625,7,1,4.73
buffalo ny metal,0.0049107322222222225,0.2997222222222222,0.9868333333333336,0.4055,0.15049444444444446,-6.215333333333334,0.10248888888888888,138.36805555555554,0.35929999999999995,0.43277777777777776,4,0,3.46
bulgarian electronic,0.04182633333333334,0.7378333333333333,0.7892500000000001,0.717225,0.3286583333333333,-6.5101666666666675,0.056075,124.8295,0.6463333333333334,0.0,10,0,6.34
bulgarian experimental,0.7210000000000001,0.11555,0.32625,0.958,0.16,-24.557,0.07635,75.91,0.019285000000000004,0.225,0,1,29.92
bulgarian pop,0.187,0.574,0.873,0.0,0.27699999999999997,-6.952000000000001,0.0525,104.978,0.614,0.01,2,1,4.31
burmese traditional,0.865,0.42700000000000005,0.09965,1.175e-06,0.2285,-19.4525,0.0393,122.68,0.5619999999999999,0.0,1,1,3.32
bush ballad,0.8286666666666666,0.6746666666666666,0.26766666666666666,1.7866666666666666e-05,0.10453333333333333,-13.219333333333333,0.03463333333333333,108.71166666666666,0.6699999999999999,0.3666666666666666,9,0,3.16
c-pop,0.6031796268779108,0.5358776684571706,0.3955015774881776,0.010985362992419563,0.20532073166530684,-11.097236549282401,0.035111228731348136,117.27583658195078,0.3946978795254705,0.399912372290933,7,1,4.11
c86,0.18594004540229875,0.4669859637488948,0.7356949602122015,0.31171115715738296,0.22343994252873567,-9.528413019451813,0.0530909593280283,130.53388594164454,0.6707934350132625,0.36085764809902743,9,1,3.54
cabaret,0.8134912525879916,0.4834819311123658,0.30066790278562017,0.0023893726103896107,0.2457125211744777,-13.74679732731037,0.09711917984189723,110.97572267551293,0.500520422077922,0.11566134952004516,0,1,3.02
cajun,0.3867015873015873,0.5223650793650793,0.5483015873015874,0.042737165714285714,0.1884269841269841,-9.048253968253967,0.049134920634920635,149.97087301587302,0.668047619047619,0.22634920634920636,7,1,2.95
calgary indie,0.203,0.446,0.614,0.0115,0.361,-9.82,0.0379,132.05,0.779,0.53,6,0,5.0
cali rap,0.14906947855959454,0.7357410451358245,0.6127069249949126,0.04280046827206455,0.21047531154509075,-7.8973651655045165,0.22589550000748215,111.9388730630935,0.5048232761221303,0.4662249979953714,1,1,3.58
calming instrumental,0.5411367985347986,0.5392768459610565,0.4550763350684403,0.5215253736090226,0.12546088297667246,-14.808463080778868,0.049262810873337184,116.35695980335451,0.4439111046847889,0.3425043377674956,0,1,4.41
calypso,0.8636474745549034,0.5996716357539336,0.4466255389730167,0.23522919306907725,0.25438711067141584,-11.130820293516848,0.11856030957488314,110.97273423350579,0.8047821693964144,0.05043350090843087,5,1,3.01
cambodian rock,0.02955942857142857,0.5233333333333334,0.7074285714285714,0.17395619047619046,0.2453809523809524,-6.858952380952381,0.0457952380952381,123.6345238095238,0.8452857142857143,0.24809523809523806,0,1,2.99
cambridge choir,0.901144766997708,0.29597012987012983,0.214051615737204,0.2369984449503437,0.15653705118411,-20.30478819709702,0.070617589763178,95.09120320855615,0.245046333078686,0.4282448433919023,7,1,3.75
cambridgeshire indie,0.795,0.358,0.546,0.0586,0.111,-8.927,0.0296,106.48899999999999,0.264,0.67,0,0,4.22
canadian americana,0.6151833333333333,0.5379833333333334,0.3636666666666667,0.3249130833333333,0.15544833333333333,-17.212450000000004,0.04276833333333333,106.39700833333332,0.421675,0.5244166666666666,11,0,4.29
canadian blues,0.1384653839285714,0.6145267857142857,0.6933839285714285,0.00037344857142857136,0.19278214285714285,-8.79755357142857,0.07779553571428571,102.58046428571429,0.5895982142857142,0.295625,11,1,3.57
canadian ccm,0.13320051333333333,0.5064533333333333,0.6979533333333333,0.00034083720000000015,0.09875133333333333,-6.5969266666666675,0.052775999999999997,116.96198666666666,0.4349133333333333,0.4636,11,0,3.87
canadian celtic,0.4220919198193932,0.583472721777922,0.658757631248957,0.032736206966603065,0.21208215058164973,-9.132437540314033,0.08747905153204599,126.51980872091188,0.7135005292132957,0.3748689483845069,7,1,3.83
canadian children's music,0.7108866601435094,0.7336862361382909,0.24871373124592305,0.007356625453359427,0.1538632257012394,-14.046931996086107,0.11523336594911936,107.89079288975866,0.580608121330724,0.28560176125244624,10,1,2.15
canadian choir,0.97838830162086,0.2800812544045102,0.09338686398872446,0.17440453051444682,0.17235777307963354,-26.15979027484144,0.047454390415785766,98.78750176180412,0.21611866807611,0.36917618040873856,2,1,3.18
canadian classical,0.9206872586872586,0.2653809523809524,0.2735119433719433,0.5242074054054054,0.5451768339768339,-20.06678764478764,0.10579356499356501,109.22473487773485,0.18491171171171172,0.09289575289575293,2,1,4.34
canadian classical piano,0.8029643664996425,0.3704272250059653,0.2144575990217131,0.8410794167263184,0.12127882366976853,-28.261286864710087,0.04784163684084943,111.5701865903126,0.2408309413027917,0.3219547840610833,11,1,4.53
canadian comedy,0.7983333333333333,0.4483333333333334,0.5573333333333333,8.933333333333333e-06,0.4993333333333334,-14.043,0.3760666666666667,100.78699999999998,0.23280000000000006,0.33666666666666667,7,1,3.45
